ENSG00000110514,ENST00000636321
ENSG00000138411,ENST00000435469
ENSG00000123124,ENST00000441175
ENSG00000123124,ENST00000466609
ENSG00000123124,ENST00000590734
ENSG00000123124,ENST00000435469
ENSG00000085382,ENST00000441175
ENSG00000085382,ENST00000466609
ENSG00000085382,ENST00000590734
ENSG00000085382,ENST00000435469
ENSG00000198742,ENST00000441175
ENSG00000198742,ENST00000466609
ENSG00000198742,ENST00000590734
ENSG00000198742,ENST00000435469
ENSG00000198373,ENST00000441175
ENSG00000198373,ENST00000466609
ENSG00000198373,ENST00000590734
ENSG00000198373,ENST00000435469
ENSG00000108854,ENST00000441175
ENSG00000108854,ENST00000466609
ENSG00000108854,ENST00000590734
ENSG00000108854,ENST00000435469
ENSG00000119682,ENST00000441175
ENSG00000119682,ENST00000466609
ENSG00000119682,ENST00000590734
ENSG00000119682,ENST00000435469
ENSG00000002746,ENST00000441175
ENSG00000002746,ENST00000466609
ENSG00000002746,ENST00000590734
ENSG00000002746,ENST00000435469
ENSG00000049759,ENST00000441175
ENSG00000049759,ENST00000466609
ENSG00000049759,ENST00000590734
ENSG00000049759,ENST00000435469
ENSG00000113141,ENST00000434096
ENSG00000166049,ENST00000413236
ENSG00000215029,ENST00000508552
ENSG00000215029,ENST00000623912
ENSG00000215029,ENST00000514289
ENSG00000215029,ENST00000456962
ENSG00000215029,ENST00000597070
ENSG00000215029,ENST00000622971
ENSG00000176148,ENST00000508552
ENSG00000176148,ENST00000623912
ENSG00000176148,ENST00000514289
ENSG00000176148,ENST00000456962
ENSG00000176148,ENST00000597070
ENSG00000176148,ENST00000622971
ENSG00000166046,ENST00000508552
ENSG00000166046,ENST00000623912
ENSG00000166046,ENST00000514289
ENSG00000166046,ENST00000456962
ENSG00000166046,ENST00000597070
ENSG00000166046,ENST00000622971
ENSG00000124678,ENST00000508552
ENSG00000124678,ENST00000623912
ENSG00000124678,ENST00000514289
ENSG00000124678,ENST00000456962
ENSG00000124678,ENST00000597070
ENSG00000124678,ENST00000622971
ENSG00000185745,ENST00000400497
ENSG00000204010,ENST00000400497
ENSG00000152778,ENST00000400497
ENSG00000119917,ENST00000400497
ENSG00000119922,ENST00000400497
ENSG00000283654,ENST00000448030
ENSG00000185621,ENST00000448030
ENSG00000137776,ENST00000531724
ENSG00000160633,ENST00000531724
ENSG00000130254,ENST00000531724
ENSG00000130204,ENST00000448659
ENSG00000130204,ENST00000616611
ENSG00000130204,ENST00000398242
ENSG00000130204,ENST00000619332
ENSG00000130204,ENST00000506026
ENSG00000158882,ENST00000448659
ENSG00000158882,ENST00000616611
ENSG00000158882,ENST00000398242
ENSG00000158882,ENST00000619332
ENSG00000158882,ENST00000506026
ENSG00000105767,ENST00000462510
ENSG00000130202,ENST00000462510
ENSG00000073008,ENST00000462510
ENSG00000175161,ENST00000462510
ENSG00000109943,ENST00000462510
ENSG00000110400,ENST00000462510
ENSG00000162706,ENST00000462510
ENSG00000143217,ENST00000462510
ENSG00000177707,ENST00000462510
ENSG00000182985,ENST00000462510
ENSG00000011275,ENST00000429902
ENSG00000157837,ENST00000560489
ENSG00000157837,ENST00000583587
ENSG00000157837,ENST00000450741
ENSG00000005206,ENST00000560489
ENSG00000005206,ENST00000583587
ENSG00000005206,ENST00000450741
ENSG00000185294,ENST00000560489
ENSG00000185294,ENST00000583587
ENSG00000185294,ENST00000450741
ENSG00000101294,ENST00000560489
ENSG00000101294,ENST00000583587
ENSG00000101294,ENST00000450741
ENSG00000138600,ENST00000560489
ENSG00000138600,ENST00000583587
ENSG00000138600,ENST00000450741
ENSG00000130208,ENST00000575148
ENSG00000130208,ENST00000574565
ENSG00000130208,ENST00000571466
ENSG00000130208,ENST00000589081
ENSG00000163714,ENST00000495088
ENSG00000178381,ENST00000498515
ENSG00000158552,ENST00000498515
ENSG00000178385,ENST00000584585
ENSG00000178385,ENST00000580919
ENSG00000178385,ENST00000452760
ENSG00000178385,ENST00000424051
ENSG00000178385,ENST00000582986
ENSG00000178385,ENST00000397718
ENSG00000178385,ENST00000393023
ENSG00000178385,ENST00000578601
ENSG00000140995,ENST00000584585
ENSG00000140995,ENST00000580919
ENSG00000140995,ENST00000452760
ENSG00000140995,ENST00000424051
ENSG00000140995,ENST00000582986
ENSG00000140995,ENST00000397718
ENSG00000140995,ENST00000393023
ENSG00000140995,ENST00000578601
ENSG00000225190,ENST00000584585
ENSG00000225190,ENST00000580919
ENSG00000225190,ENST00000452760
ENSG00000225190,ENST00000424051
ENSG00000225190,ENST00000582986
ENSG00000225190,ENST00000397718
ENSG00000225190,ENST00000393023
ENSG00000225190,ENST00000578601
ENSG00000102445,ENST00000584585
ENSG00000102445,ENST00000580919
ENSG00000102445,ENST00000452760
ENSG00000102445,ENST00000424051
ENSG00000102445,ENST00000582986
ENSG00000102445,ENST00000397718
ENSG00000102445,ENST00000393023
ENSG00000102445,ENST00000578601
ENSG00000145016,ENST00000584585
ENSG00000145016,ENST00000580919
ENSG00000145016,ENST00000452760
ENSG00000145016,ENST00000424051
ENSG00000145016,ENST00000582986
ENSG00000145016,ENST00000397718
ENSG00000145016,ENST00000393023
ENSG00000145016,ENST00000578601
ENSG00000171865,ENST00000419919
ENSG00000171865,ENST00000578666
ENSG00000171865,ENST00000451327
ENSG00000255767,ENST00000419919
ENSG00000255767,ENST00000578666
ENSG00000255767,ENST00000451327
ENSG00000171863,ENST00000513977
ENSG00000171863,ENST00000448562
ENSG00000171863,ENST00000414704
ENSG00000171863,ENST00000418311
ENSG00000171863,ENST00000485777
ENSG00000171863,ENST00000413955
ENSG00000171863,ENST00000426405
ENSG00000171863,ENST00000588553
ENSG00000171863,ENST00000603178
ENSG00000171863,ENST00000571702
ENSG00000171863,ENST00000422385
ENSG00000171863,ENST00000443360
ENSG00000171863,ENST00000441482
ENSG00000171863,ENST00000484240
ENSG00000171863,ENST00000573941
ENSG00000171863,ENST00000463499
ENSG00000171863,ENST00000464254
ENSG00000171863,ENST00000444127
ENSG00000171863,ENST00000415804
ENSG00000171861,ENST00000454810
ENSG00000171861,ENST00000454103
ENSG00000172188,ENST00000527724
ENSG00000175619,ENST00000527724
ENSG00000176555,ENST00000527724
ENSG00000176567,ENST00000527724
ENSG00000174982,ENST00000527724
ENSG00000124802,ENST00000446998
ENSG00000265818,ENST00000446998
ENSG00000243317,ENST00000603910
ENSG00000243317,ENST00000603395
ENSG00000184922,ENST00000603824
ENSG00000147202,ENST00000603824
ENSG00000203485,ENST00000603824
ENSG00000157827,ENST00000603824
ENSG00000131504,ENST00000603824
ENSG00000146122,ENST00000603824
ENSG00000215045,ENST00000603824
ENSG00000137460,ENST00000603824
ENSG00000100592,ENST00000603824
ENSG00000139734,ENST00000603824
ENSG00000161791,ENST00000603824
ENSG00000175581,ENST00000445390
ENSG00000163060,ENST00000416067
ENSG00000163060,ENST00000568768
ENSG00000163060,ENST00000559466
ENSG00000163060,ENST00000620700
ENSG00000092850,ENST00000416067
ENSG00000092850,ENST00000568768
ENSG00000092850,ENST00000559466
ENSG00000092850,ENST00000620700
ENSG00000153060,ENST00000416067
ENSG00000153060,ENST00000568768
ENSG00000153060,ENST00000559466
ENSG00000153060,ENST00000620700
ENSG00000125409,ENST00000416067
ENSG00000125409,ENST00000568768
ENSG00000125409,ENST00000559466
ENSG00000125409,ENST00000620700
ENSG00000167858,ENST00000416067
ENSG00000167858,ENST00000568768
ENSG00000167858,ENST00000559466
ENSG00000167858,ENST00000620700
ENSG00000115252,ENST00000600532
ENSG00000073417,ENST00000600532
ENSG00000113231,ENST00000600532
ENSG00000160191,ENST00000600532
ENSG00000171408,ENST00000600532
ENSG00000113448,ENST00000600532
ENSG00000205268,ENST00000600532
ENSG00000105650,ENST00000600532
ENSG00000065989,ENST00000600532
ENSG00000154678,ENST00000600532
ENSG00000184588,ENST00000600532
ENSG00000123360,ENST00000600532
ENSG00000163126,ENST00000436861
ENSG00000163126,ENST00000627340
ENSG00000163126,ENST00000433115
ENSG00000163126,ENST00000437000
ENSG00000163126,ENST00000432890
ENSG00000148677,ENST00000436861
ENSG00000148677,ENST00000627340
ENSG00000148677,ENST00000433115
ENSG00000148677,ENST00000437000
ENSG00000148677,ENST00000432890
ENSG00000100124,ENST00000436861
ENSG00000100124,ENST00000627340
ENSG00000100124,ENST00000433115
ENSG00000100124,ENST00000437000
ENSG00000100124,ENST00000432890
ENSG00000165887,ENST00000436861
ENSG00000165887,ENST00000627340
ENSG00000165887,ENST00000433115
ENSG00000165887,ENST00000437000
ENSG00000165887,ENST00000432890
ENSG00000177981,ENST00000436861
ENSG00000177981,ENST00000627340
ENSG00000177981,ENST00000433115
ENSG00000177981,ENST00000437000
ENSG00000177981,ENST00000432890
ENSG00000101843,ENST00000436861
ENSG00000101843,ENST00000627340
ENSG00000101843,ENST00000433115
ENSG00000101843,ENST00000437000
ENSG00000101843,ENST00000432890
ENSG00000135324,ENST00000508395
ENSG00000165496,ENST00000585756
ENSG00000165496,ENST00000431607
ENSG00000165496,ENST00000618479
ENSG00000165496,ENST00000325000
ENSG00000165496,ENST00000444036
ENSG00000165496,ENST00000310599
ENSG00000165496,ENST00000412093
ENSG00000165496,ENST00000519013
ENSG00000165496,ENST00000519384
ENSG00000165496,ENST00000403509
ENSG00000165496,ENST00000550757
ENSG00000165496,ENST00000453852
ENSG00000165496,ENST00000565265
ENSG00000165496,ENST00000522551
ENSG00000165496,ENST00000444364
ENSG00000165496,ENST00000414541
ENSG00000165496,ENST00000427342
ENSG00000165496,ENST00000514065
ENSG00000165496,ENST00000417151
ENSG00000165496,ENST00000427719
ENSG00000165496,ENST00000457497
ENSG00000165496,ENST00000522888
ENSG00000165496,ENST00000530976
ENSG00000165496,ENST00000447844
ENSG00000165496,ENST00000495649
ENSG00000003137,ENST00000492267
ENSG00000003137,ENST00000400072
ENSG00000003137,ENST00000419457
ENSG00000187553,ENST00000492267
ENSG00000187553,ENST00000400072
ENSG00000187553,ENST00000419457
ENSG00000095596,ENST00000492267
ENSG00000095596,ENST00000400072
ENSG00000095596,ENST00000419457
ENSG00000001630,ENST00000492267
ENSG00000001630,ENST00000400072
ENSG00000001630,ENST00000419457
ENSG00000221978,ENST00000521069
ENSG00000221978,ENST00000435741
ENSG00000221978,ENST00000423082
ENSG00000221978,ENST00000439056
ENSG00000221978,ENST00000428076
ENSG00000112237,ENST00000521069
ENSG00000112237,ENST00000435741
ENSG00000112237,ENST00000423082
ENSG00000112237,ENST00000439056
ENSG00000112237,ENST00000428076
ENSG00000090061,ENST00000521069
ENSG00000090061,ENST00000435741
ENSG00000090061,ENST00000423082
ENSG00000090061,ENST00000439056
ENSG00000090061,ENST00000428076
ENSG00000163660,ENST00000521069
ENSG00000163660,ENST00000435741
ENSG00000163660,ENST00000423082
ENSG00000163660,ENST00000439056
ENSG00000163660,ENST00000428076
ENSG00000082258,ENST00000521069
ENSG00000082258,ENST00000435741
ENSG00000082258,ENST00000423082
ENSG00000082258,ENST00000439056
ENSG00000082258,ENST00000428076
ENSG00000129315,ENST00000521069
ENSG00000129315,ENST00000435741
ENSG00000129315,ENST00000423082
ENSG00000129315,ENST00000439056
ENSG00000129315,ENST00000428076
ENSG00000187733,ENST00000425123
ENSG00000187733,ENST00000438604
ENSG00000187733,ENST00000440059
ENSG00000187733,ENST00000506094
ENSG00000187733,ENST00000603793
ENSG00000174876,ENST00000425123
ENSG00000174876,ENST00000438604
ENSG00000174876,ENST00000440059
ENSG00000174876,ENST00000506094
ENSG00000174876,ENST00000603793
ENSG00000237763,ENST00000425123
ENSG00000237763,ENST00000438604
ENSG00000237763,ENST00000440059
ENSG00000237763,ENST00000506094
ENSG00000237763,ENST00000603793
ENSG00000240038,ENST00000425123
ENSG00000240038,ENST00000438604
ENSG00000240038,ENST00000440059
ENSG00000240038,ENST00000506094
ENSG00000240038,ENST00000603793
ENSG00000243480,ENST00000425123
ENSG00000243480,ENST00000438604
ENSG00000243480,ENST00000440059
ENSG00000243480,ENST00000506094
ENSG00000243480,ENST00000603793
ENSG00000221886,ENST00000620147
ENSG00000221886,ENST00000449689
ENSG00000221886,ENST00000618962
ENSG00000174428,ENST00000620147
ENSG00000174428,ENST00000449689
ENSG00000174428,ENST00000618962
ENSG00000178567,ENST00000620147
ENSG00000178567,ENST00000449689
ENSG00000178567,ENST00000618962
ENSG00000196275,ENST00000620147
ENSG00000196275,ENST00000449689
ENSG00000196275,ENST00000618962
ENSG00000237765,ENST00000620147
ENSG00000237765,ENST00000449689
ENSG00000237765,ENST00000618962
ENSG00000236287,ENST00000620147
ENSG00000236287,ENST00000449689
ENSG00000236287,ENST00000618962
ENSG00000221909,ENST00000620147
ENSG00000221909,ENST00000449689
ENSG00000221909,ENST00000618962
ENSG00000147324,ENST00000430717
ENSG00000122477,ENST00000430717
ENSG00000033122,ENST00000430717
ENSG00000137269,ENST00000430717
ENSG00000163827,ENST00000430717
ENSG00000240720,ENST00000430717
ENSG00000108061,ENST00000430717
ENSG00000206422,ENST00000430717
ENSG00000180900,ENST00000430717
ENSG00000066557,ENST00000430717
ENSG00000188306,ENST00000430717
ENSG00000112851,ENST00000430717
ENSG00000152767,ENST00000367074
ENSG00000152767,ENST00000528172
ENSG00000152767,ENST00000424882
ENSG00000152767,ENST00000511640
ENSG00000152767,ENST00000486888
ENSG00000092820,ENST00000367074
ENSG00000092820,ENST00000528172
ENSG00000092820,ENST00000424882
ENSG00000092820,ENST00000511640
ENSG00000092820,ENST00000486888
ENSG00000006607,ENST00000367074
ENSG00000006607,ENST00000528172
ENSG00000006607,ENST00000424882
ENSG00000006607,ENST00000511640
ENSG00000006607,ENST00000486888
ENSG00000137710,ENST00000367074
ENSG00000137710,ENST00000528172
ENSG00000137710,ENST00000424882
ENSG00000137710,ENST00000511640
ENSG00000137710,ENST00000486888
ENSG00000186575,ENST00000367074
ENSG00000186575,ENST00000528172
ENSG00000186575,ENST00000424882
ENSG00000186575,ENST00000511640
ENSG00000186575,ENST00000486888
ENSG00000147065,ENST00000367074
ENSG00000147065,ENST00000528172
ENSG00000147065,ENST00000424882
ENSG00000147065,ENST00000511640
ENSG00000147065,ENST00000486888
ENSG00000007944,ENST00000367074
ENSG00000007944,ENST00000528172
ENSG00000007944,ENST00000424882
ENSG00000007944,ENST00000511640
ENSG00000007944,ENST00000486888
ENSG00000165694,ENST00000367074
ENSG00000165694,ENST00000528172
ENSG00000165694,ENST00000424882
ENSG00000165694,ENST00000511640
ENSG00000165694,ENST00000486888
ENSG00000040731,ENST00000418902
ENSG00000040731,ENST00000517835
ENSG00000040731,ENST00000504393
ENSG00000040731,ENST00000517935
ENSG00000040731,ENST00000430902
ENSG00000040731,ENST00000423102
ENSG00000040731,ENST00000518435
ENSG00000040731,ENST00000423301
ENSG00000040731,ENST00000508172
ENSG00000113100,ENST00000418902
ENSG00000113100,ENST00000517835
ENSG00000113100,ENST00000504393
ENSG00000113100,ENST00000517935
ENSG00000113100,ENST00000430902
ENSG00000113100,ENST00000423102
ENSG00000113100,ENST00000518435
ENSG00000113100,ENST00000423301
ENSG00000113100,ENST00000508172
ENSG00000071991,ENST00000418902
ENSG00000071991,ENST00000517835
ENSG00000071991,ENST00000504393
ENSG00000071991,ENST00000517935
ENSG00000071991,ENST00000430902
ENSG00000071991,ENST00000423102
ENSG00000071991,ENST00000518435
ENSG00000071991,ENST00000423301
ENSG00000071991,ENST00000508172
ENSG00000139880,ENST00000418902
ENSG00000139880,ENST00000517835
ENSG00000139880,ENST00000504393
ENSG00000139880,ENST00000517935
ENSG00000139880,ENST00000430902
ENSG00000139880,ENST00000423102
ENSG00000139880,ENST00000518435
ENSG00000139880,ENST00000423301
ENSG00000139880,ENST00000508172
ENSG00000101542,ENST00000418902
ENSG00000101542,ENST00000517835
ENSG00000101542,ENST00000504393
ENSG00000101542,ENST00000517935
ENSG00000101542,ENST00000430902
ENSG00000101542,ENST00000423102
ENSG00000101542,ENST00000518435
ENSG00000101542,ENST00000423301
ENSG00000101542,ENST00000508172
ENSG00000154162,ENST00000418902
ENSG00000154162,ENST00000517835
ENSG00000154162,ENST00000504393
ENSG00000154162,ENST00000517935
ENSG00000154162,ENST00000430902
ENSG00000154162,ENST00000423102
ENSG00000154162,ENST00000518435
ENSG00000154162,ENST00000423301
ENSG00000154162,ENST00000508172
ENSG00000081138,ENST00000418902
ENSG00000081138,ENST00000517835
ENSG00000081138,ENST00000504393
ENSG00000081138,ENST00000517935
ENSG00000081138,ENST00000430902
ENSG00000081138,ENST00000423102
ENSG00000081138,ENST00000518435
ENSG00000081138,ENST00000423301
ENSG00000081138,ENST00000508172
ENSG00000150394,ENST00000418902
ENSG00000150394,ENST00000517835
ENSG00000150394,ENST00000504393
ENSG00000150394,ENST00000517935
ENSG00000150394,ENST00000430902
ENSG00000150394,ENST00000423102
ENSG00000150394,ENST00000518435
ENSG00000150394,ENST00000423301
ENSG00000150394,ENST00000508172
ENSG00000113361,ENST00000418902
ENSG00000113361,ENST00000517835
ENSG00000113361,ENST00000504393
ENSG00000113361,ENST00000517935
ENSG00000113361,ENST00000430902
ENSG00000113361,ENST00000423102
ENSG00000113361,ENST00000518435
ENSG00000113361,ENST00000423301
ENSG00000113361,ENST00000508172
ENSG00000145526,ENST00000418902
ENSG00000145526,ENST00000517835
ENSG00000145526,ENST00000504393
ENSG00000145526,ENST00000517935
ENSG00000145526,ENST00000430902
ENSG00000145526,ENST00000423102
ENSG00000145526,ENST00000518435
ENSG00000145526,ENST00000423301
ENSG00000145526,ENST00000508172
ENSG00000179776,ENST00000418902
ENSG00000179776,ENST00000517835
ENSG00000179776,ENST00000504393
ENSG00000179776,ENST00000517935
ENSG00000179776,ENST00000430902
ENSG00000179776,ENST00000423102
ENSG00000179776,ENST00000518435
ENSG00000179776,ENST00000423301
ENSG00000179776,ENST00000508172
ENSG00000149654,ENST00000418902
ENSG00000149654,ENST00000517835
ENSG00000149654,ENST00000504393
ENSG00000149654,ENST00000517935
ENSG00000149654,ENST00000430902
ENSG00000149654,ENST00000423102
ENSG00000149654,ENST00000518435
ENSG00000149654,ENST00000423301
ENSG00000149654,ENST00000508172
ENSG00000140937,ENST00000418902
ENSG00000140937,ENST00000517835
ENSG00000140937,ENST00000504393
ENSG00000140937,ENST00000517935
ENSG00000140937,ENST00000430902
ENSG00000140937,ENST00000423102
ENSG00000140937,ENST00000518435
ENSG00000140937,ENST00000423301
ENSG00000140937,ENST00000508172
ENSG00000266953,ENST00000547904
ENSG00000266953,ENST00000437852
ENSG00000126249,ENST00000547904
ENSG00000126249,ENST00000437852
ENSG00000071994,ENST00000547904
ENSG00000071994,ENST00000437852
ENSG00000115423,ENST00000424336
ENSG00000115423,ENST00000406231
ENSG00000115423,ENST00000432182
ENSG00000115423,ENST00000510008
ENSG00000115423,ENST00000503214
ENSG00000115423,ENST00000531656
ENSG00000115423,ENST00000449129
ENSG00000115423,ENST00000440206
ENSG00000115423,ENST00000412213
ENSG00000115423,ENST00000447087
ENSG00000115423,ENST00000556632
ENSG00000197653,ENST00000424336
ENSG00000197653,ENST00000406231
ENSG00000197653,ENST00000432182
ENSG00000197653,ENST00000510008
ENSG00000197653,ENST00000503214
ENSG00000197653,ENST00000531656
ENSG00000197653,ENST00000449129
ENSG00000197653,ENST00000440206
ENSG00000197653,ENST00000412213
ENSG00000197653,ENST00000447087
ENSG00000197653,ENST00000556632
ENSG00000187775,ENST00000424336
ENSG00000187775,ENST00000406231
ENSG00000187775,ENST00000432182
ENSG00000187775,ENST00000510008
ENSG00000187775,ENST00000503214
ENSG00000187775,ENST00000531656
ENSG00000187775,ENST00000449129
ENSG00000187775,ENST00000440206
ENSG00000187775,ENST00000412213
ENSG00000187775,ENST00000447087
ENSG00000187775,ENST00000556632
ENSG00000114841,ENST00000424336
ENSG00000114841,ENST00000406231
ENSG00000114841,ENST00000432182
ENSG00000114841,ENST00000510008
ENSG00000114841,ENST00000503214
ENSG00000114841,ENST00000531656
ENSG00000114841,ENST00000449129
ENSG00000114841,ENST00000440206
ENSG00000114841,ENST00000412213
ENSG00000114841,ENST00000447087
ENSG00000114841,ENST00000556632
ENSG00000118997,ENST00000424336
ENSG00000118997,ENST00000406231
ENSG00000118997,ENST00000432182
ENSG00000118997,ENST00000510008
ENSG00000118997,ENST00000503214
ENSG00000118997,ENST00000531656
ENSG00000118997,ENST00000449129
ENSG00000118997,ENST00000440206
ENSG00000118997,ENST00000412213
ENSG00000118997,ENST00000447087
ENSG00000118997,ENST00000556632
ENSG00000124721,ENST00000424336
ENSG00000124721,ENST00000406231
ENSG00000124721,ENST00000432182
ENSG00000124721,ENST00000510008
ENSG00000124721,ENST00000503214
ENSG00000124721,ENST00000531656
ENSG00000124721,ENST00000449129
ENSG00000124721,ENST00000440206
ENSG00000124721,ENST00000412213
ENSG00000124721,ENST00000447087
ENSG00000124721,ENST00000556632
ENSG00000197102,ENST00000424336
ENSG00000197102,ENST00000406231
ENSG00000197102,ENST00000432182
ENSG00000197102,ENST00000510008
ENSG00000197102,ENST00000503214
ENSG00000197102,ENST00000531656
ENSG00000197102,ENST00000449129
ENSG00000197102,ENST00000440206
ENSG00000197102,ENST00000412213
ENSG00000197102,ENST00000447087
ENSG00000197102,ENST00000556632
ENSG00000158486,ENST00000424336
ENSG00000158486,ENST00000406231
ENSG00000158486,ENST00000432182
ENSG00000158486,ENST00000510008
ENSG00000158486,ENST00000503214
ENSG00000158486,ENST00000531656
ENSG00000158486,ENST00000449129
ENSG00000158486,ENST00000440206
ENSG00000158486,ENST00000412213
ENSG00000158486,ENST00000447087
ENSG00000158486,ENST00000556632
ENSG00000105877,ENST00000424336
ENSG00000105877,ENST00000406231
ENSG00000105877,ENST00000432182
ENSG00000105877,ENST00000510008
ENSG00000105877,ENST00000503214
ENSG00000105877,ENST00000531656
ENSG00000105877,ENST00000449129
ENSG00000105877,ENST00000440206
ENSG00000105877,ENST00000412213
ENSG00000105877,ENST00000447087
ENSG00000105877,ENST00000556632
ENSG00000183914,ENST00000424336
ENSG00000183914,ENST00000406231
ENSG00000183914,ENST00000432182
ENSG00000183914,ENST00000510008
ENSG00000183914,ENST00000503214
ENSG00000183914,ENST00000531656
ENSG00000183914,ENST00000449129
ENSG00000183914,ENST00000440206
ENSG00000183914,ENST00000412213
ENSG00000183914,ENST00000447087
ENSG00000183914,ENST00000556632
ENSG00000039139,ENST00000424336
ENSG00000039139,ENST00000406231
ENSG00000039139,ENST00000432182
ENSG00000039139,ENST00000510008
ENSG00000039139,ENST00000503214
ENSG00000039139,ENST00000531656
ENSG00000039139,ENST00000449129
ENSG00000039139,ENST00000440206
ENSG00000039139,ENST00000412213
ENSG00000039139,ENST00000447087
ENSG00000039139,ENST00000556632
ENSG00000187240,ENST00000424336
ENSG00000187240,ENST00000406231
ENSG00000187240,ENST00000432182
ENSG00000187240,ENST00000510008
ENSG00000187240,ENST00000503214
ENSG00000187240,ENST00000531656
ENSG00000187240,ENST00000449129
ENSG00000187240,ENST00000440206
ENSG00000187240,ENST00000412213
ENSG00000187240,ENST00000447087
ENSG00000187240,ENST00000556632
ENSG00000115042,ENST00000512705
ENSG00000115042,ENST00000560942
ENSG00000115042,ENST00000546381
ENSG00000115042,ENST00000483000
ENSG00000180185,ENST00000512705
ENSG00000180185,ENST00000560942
ENSG00000180185,ENST00000546381
ENSG00000180185,ENST00000483000
ENSG00000144199,ENST00000512705
ENSG00000144199,ENST00000560942
ENSG00000144199,ENST00000546381
ENSG00000144199,ENST00000483000
ENSG00000165929,ENST00000435593
ENSG00000165929,ENST00000448505
ENSG00000013288,ENST00000602994
ENSG00000269590,ENST00000602994
ENSG00000112893,ENST00000602994
ENSG00000196547,ENST00000602994
ENSG00000104774,ENST00000602994
ENSG00000256222,ENST00000510231
ENSG00000256222,ENST00000622562
ENSG00000256222,ENST00000604882
ENSG00000269028,ENST00000510231
ENSG00000269028,ENST00000622562
ENSG00000269028,ENST00000604882
ENSG00000255823,ENST00000510231
ENSG00000255823,ENST00000622562
ENSG00000255823,ENST00000604882
ENSG00000256618,ENST00000510231
ENSG00000256618,ENST00000622562
ENSG00000256618,ENST00000604882
ENSG00000166479,ENST00000471856
ENSG00000166479,ENST00000521887
ENSG00000185624,ENST00000471856
ENSG00000185624,ENST00000521887
ENSG00000023318,ENST00000471856
ENSG00000023318,ENST00000521887
ENSG00000185615,ENST00000471856
ENSG00000185615,ENST00000521887
ENSG00000169340,ENST00000471856
ENSG00000169340,ENST00000521887
ENSG00000167004,ENST00000471856
ENSG00000167004,ENST00000521887
ENSG00000155660,ENST00000471856
ENSG00000155660,ENST00000521887
ENSG00000139055,ENST00000471856
ENSG00000139055,ENST00000521887
ENSG00000151748,ENST00000484016
ENSG00000151748,ENST00000502554
ENSG00000151748,ENST00000442074
ENSG00000269313,ENST00000484016
ENSG00000269313,ENST00000502554
ENSG00000269313,ENST00000442074
ENSG00000187391,ENST00000484016
ENSG00000187391,ENST00000502554
ENSG00000187391,ENST00000442074
ENSG00000151276,ENST00000484016
ENSG00000151276,ENST00000502554
ENSG00000151276,ENST00000442074
ENSG00000081026,ENST00000484016
ENSG00000081026,ENST00000502554
ENSG00000081026,ENST00000442074
ENSG00000101246,ENST00000549699
ENSG00000174225,ENST00000549699
ENSG00000169379,ENST00000549699
ENSG00000140992,ENST00000562415
ENSG00000140992,ENST00000382326
ENSG00000169375,ENST00000440882
ENSG00000169375,ENST00000565567
ENSG00000169375,ENST00000561005
ENSG00000169375,ENST00000559812
ENSG00000127511,ENST00000440882
ENSG00000127511,ENST00000565567
ENSG00000127511,ENST00000561005
ENSG00000127511,ENST00000559812
ENSG00000169372,ENST00000487061
ENSG00000182108,ENST00000565892
ENSG00000121769,ENST00000423401
ENSG00000121769,ENST00000559181
ENSG00000121769,ENST00000435729
ENSG00000121769,ENST00000424004
ENSG00000121769,ENST00000437203
ENSG00000121769,ENST00000430910
ENSG00000121769,ENST00000477993
ENSG00000121769,ENST00000524732
ENSG00000121769,ENST00000439042
ENSG00000121769,ENST00000515543
ENSG00000121769,ENST00000437960
ENSG00000121769,ENST00000429946
ENSG00000121769,ENST00000452144
ENSG00000121769,ENST00000452144
ENSG00000121769,ENST00000559487
ENSG00000121769,ENST00000453169
ENSG00000139194,ENST00000423401
ENSG00000139194,ENST00000559181
ENSG00000139194,ENST00000435729
ENSG00000139194,ENST00000424004
ENSG00000139194,ENST00000437203
ENSG00000139194,ENST00000430910
ENSG00000139194,ENST00000477993
ENSG00000139194,ENST00000524732
ENSG00000139194,ENST00000439042
ENSG00000139194,ENST00000515543
ENSG00000139194,ENST00000437960
ENSG00000139194,ENST00000429946
ENSG00000139194,ENST00000452144
ENSG00000139194,ENST00000452144
ENSG00000139194,ENST00000559487
ENSG00000139194,ENST00000453169
ENSG00000164434,ENST00000423401
ENSG00000164434,ENST00000559181
ENSG00000164434,ENST00000435729
ENSG00000164434,ENST00000424004
ENSG00000164434,ENST00000437203
ENSG00000164434,ENST00000430910
ENSG00000164434,ENST00000477993
ENSG00000164434,ENST00000524732
ENSG00000164434,ENST00000439042
ENSG00000164434,ENST00000515543
ENSG00000164434,ENST00000437960
ENSG00000164434,ENST00000429946
ENSG00000164434,ENST00000452144
ENSG00000164434,ENST00000452144
ENSG00000164434,ENST00000559487
ENSG00000164434,ENST00000453169
ENSG00000114115,ENST00000423401
ENSG00000114115,ENST00000559181
ENSG00000114115,ENST00000435729
ENSG00000114115,ENST00000424004
ENSG00000114115,ENST00000437203
ENSG00000114115,ENST00000430910
ENSG00000114115,ENST00000477993
ENSG00000114115,ENST00000524732
ENSG00000114115,ENST00000439042
ENSG00000114115,ENST00000515543
ENSG00000114115,ENST00000437960
ENSG00000114115,ENST00000429946
ENSG00000114115,ENST00000452144
ENSG00000114115,ENST00000452144
